date,/m/0g9pc
2020-01-29,21.99716886077555
2020-01-30,34.23228053481638
2020-01-31,27.008358216632704
2020-02-01,19.11769924236076
2020-02-02,15.993748388027933
2020-02-03,14.91576534674407
2020-02-04,17.24772866054181
2020-02-05,13.837782305460207
2020-02-06,11.395820722143704
2020-02-07,12.077809993160022
2020-02-08,14.56377088428403
2020-02-09,14.062616546570702
2020-02-10,13.754394814043126
2020-02-11,14.77537930304073
2020-02-12,25.44755679180807
2020-02-13,14.505685287079093
2020-02-14,10.03647016542923
2020-02-15,9.997942448863279
2020-02-16,7.6454147275518665
2020-02-17,9.730325558216636
2020-02-18,11.797873726048982
2020-02-19,8.749116258228403
2020-02-20,6.506352143969588
2020-02-21,8.176744166568602
2020-02-22,10.34942190225683
2020-02-23,16.141691357942417
2020-02-24,23.572710951526037
2020-02-25,28.186714542190305
2020-02-26,32.93536804308798
2020-02-27,36.83123877917414
2020-02-28,38.18671454219031
2020-02-29,39.20107719928187
2020-03-01,41.62477558348295
2020-03-02,42.51346499102335
2020-03-03,43.67145421903054
2020-03-04,43.46499102333932
2020-03-05,45.26032315978457
2020-03-06,47.540394973070036
2020-03-07,50.46678635547577
2020-03-08,49.81149012567326
2020-03-09,56.131059245960515
2020-03-10,63.40215439856374
2020-03-11,71.24775583482945
2020-03-12,80.21543985637344
2020-03-13,88.72531418312388
2020-03-14,92.65709156193898
2020-03-15,98.84201077199283
2020-03-16,100.0
2020-03-17,96.8850987432675
2020-03-18,96.98237592183872
2020-03-19,91.45846065897673
2020-03-20,76.70709603656111
2020-03-21,77.52312897312028
2020-03-22,69.6766584292822
2020-03-23,56.62013144433562
2020-03-24,62.18300150543695
2020-03-25,58.99787347479171
2020-03-26,52.51073731263037
2020-03-27,50.1876412545591
2020-03-28,48.741185218401476
2020-03-29,45.497617137320816
2020-03-30,38.3091689576285
2020-03-31,34.493961234922025
2020-04-01,33.22132531788072
2020-04-02,32.42790383494212
2020-04-03,29.99645090335609
2020-04-04,30.354770282747726
2020-04-05,28.486390661634243
2020-04-06,24.2889350744752
2020-04-07,26.029343488663088
2020-04-08,25.160443988757123
2020-04-09,21.575350682204608
2020-04-10,22.59040722080682
2020-04-11,23.022346173403516
2020-04-12,22.180065215839974
2020-04-13,23.73504544518805
2020-04-14,19.415655919221166
2020-04-15,20.469205211523533
2020-04-16,17.80563400620296
2020-04-17,21.99707705168829
2020-04-18,18.733510710928716
2020-04-19,19.38942355392451
2020-04-20,16.95774667257424
2020-04-21,15.677916735021473
2020-04-22,15.769659503592141
2020-04-23,15.867506621599173
2020-04-24,16.3290489405825
2020-04-25,15.008082993147461
2020-04-26,15.183150769313551
2020-04-27,14.912591478875049
2020-04-28,16.233557426310085
2020-04-29,18.413947002196835
2020-04-30,18.83430940118396
2020-05-01,16.019200480833746
2020-05-02,14.231650212586201
2020-05-03,14.455093996117144
2020-05-04,13.75038667882725
2020-05-05,13.062867344885882
2020-05-06,13.011303394840287
2020-05-07,12.525739773834196
2020-05-08,11.226645460898142
2020-05-09,11.87175198379093
2020-05-10,13.197804280848336
2020-05-11,11.18184639680837
2020-05-12,12.346622063142568
2020-05-13,11.316243589077693
2020-05-14,11.191548249680821
2020-05-15,10.821079676755868
2020-05-16,11.349432862850993
2020-05-17,9.88630096289527
2020-05-18,11.11573818438584
2020-05-19,8.809273314316748
2020-05-20,8.250438213639216
2020-05-21,7.295338223390342
2020-05-22,8.1845392088107
2020-05-23,7.087179567116707
2020-05-24,8.250746361717955
2020-05-25,6.789075677590768
2020-05-26,6.490971788064823
2020-05-27,7.067947058115035
2020-05-28,6.9814007676075
2020-05-29,7.32916685143108
2020-05-30,6.052023872472078
2020-05-31,5.733029934830799
2020-06-01,5.68872522126951
2020-06-02,5.546950137873384
2020-06-03,5.28112185650565
2020-06-04,5.600115794146933
2020-06-05,4.501358897826962
2020-06-06,4.918827639859667
2020-06-07,5.362129390118624
2020-06-08,4.967408653586674
2020-06-09,4.329782848419681
2020-06-10,4.323710221703805
2020-06-11,4.524106903327717
2020-06-12,4.250838701113291
2020-06-13,4.281980349043318
2020-06-14,5.5675620578865725
2020-06-15,5.26544628730358
2020-06-16,5.200707193607225
2020-06-17,5.279832752569438
2020-06-18,4.41664483661803
2020-06-19,5.013683145151086
2020-06-20,5.279215551221139
2020-06-21,5.26170312140923
2020-06-22,4.8261706482724485
2020-06-23,5.620723133049007
2020-06-24,4.843827370156371
2020-06-25,4.225842104219047
2020-06-26,4.349439157406511
2020-06-27,4.166986364605968
2020-06-28,3.757095008976532
2020-06-29,4.44949011417388
2020-06-30,7.097406922942542
2020-07-01,5.122605415094512
2020-07-02,4.993921607565567
2020-07-03,4.088185577650306
2020-07-04,4.251515025667812
2020-07-05,3.4458489769658116
2020-07-06,3.9991195733223703
2020-07-07,3.705892397119326
2020-07-08,4.903756606289208
2020-07-09,4.223719112541724
2020-07-10,4.822651217126666
2020-07-11,3.7308479014770315
2020-07-12,5.160837679061289
2020-07-13,4.499091210718236
2020-07-14,4.6169984286543
2020-07-15,4.834195935378629
2020-07-16,5.560256172142813
2020-07-17,5.187917589186821
2020-07-18,6.143586618773867
2020-07-19,6.118764046576802
2020-07-20,6.603065893576508
2020-07-21,4.1975346872137935
2020-07-22,4.30585816301286
2020-07-23,4.4593164203948685
2020-07-24,6.138330295280387
2020-07-25,4.540559027244169
2020-07-26,5.037041624656554
2020-07-27,4.851534052620606
2020-07-28,4.231540863225363
2020-07-29,4.378050424681231
2020-07-30,3.240446771023904
2020-07-31,4.757251642567008
2020-08-01,4.110885930261707
2020-08-02,5.188162117437206
2020-08-03,4.257395491717575
2020-08-04,4.670960739275187
2020-08-05,3.752188544342103
2020-08-06,4.5745860335129755
2020-08-07,3.8871131324091994
2020-08-08,3.6686637993481868
2020-08-09,3.6879387405006296
2020-08-10,3.206065211689571
2020-08-11,4.415446286791437
2020-08-12,4.93259568138065
2020-08-13,4.494142731924594
2020-08-14,4.987402300062659
2020-08-15,3.288397120920434
2020-08-16,3.5539984268409315
2020-08-17,4.511006306903673
2020-08-18,3.64404063441832
2020-08-19,3.8754452128296815
2020-08-20,4.216143693078444
2020-08-21,5.569473767399919
2020-08-22,4.95432373361743
2020-08-23,4.263462926446327
2020-08-24,4.334441776498154
2020-08-25,3.8801771361664676
2020-08-26,4.343577486056597
2020-08-27,6.295140649564537
2020-08-28,5.196873380740384
2020-08-29,4.448778284584799
2020-08-30,5.547045553408953
2020-08-31,4.1463568627346685
2020-09-01,4.878535041950773
2020-09-02,4.695490497146745
2020-09-03,4.671615121737525
2020-09-04,3.692724729959475
2020-09-05,4.448778284584798
2020-09-06,4.552238244691422
2020-09-07,5.5390870949392115
2020-09-08,5.427668676362849
2020-09-09,4.925401822748913
2020-09-10,5.793692078830031
2020-09-11,6.984176752562229
2020-09-12,5.744088550757854
2020-09-13,4.920669984759751
2020-09-14,6.517903588683782
2020-09-15,6.061551130419774
2020-09-16,5.029797746518534
2020-09-17,5.972635529993436
